Key,English(en),Japanese(ja),Thai(th)
0873.question,เรียงลำดับปีเกิดของผู้นำจากก่อนไปหลัง,เรียงลำดับปีเกิดของผู้นำจากก่อนไปหลัง,เรียงลำดับปีเกิดของผู้นำจากก่อนไปหลัง
0873.choice1,Joseph Stalin,Joseph Stalin,Joseph Stalin
0873.choice2,Winston Churchill,Winston Churchill,Winston Churchill
0873.choice3,Adolf Hitler,Adolf Hitler,Adolf Hitler
0874.question,เรียงลำดับปีเกิดของนักสำรวจจากก่อนไปหลัง,เรียงลำดับปีเกิดของนักสำรวจจากก่อนไปหลัง,เรียงลำดับปีเกิดของนักสำรวจจากก่อนไปหลัง
0874.choice1,Marco Polo,Marco Polo,Marco Polo
0874.choice2,Christopher Columbus,Christopher Columbus,Christopher Columbus
0874.choice3,James Cook,James Cook,James Cook
0875.question,เรียงลำดับปีเกิดของนักปราชญ์จากก่อนไปหลัง,เรียงลำดับปีเกิดของนักปราชญ์จากก่อนไปหลัง,เรียงลำดับปีเกิดของนักปราชญ์จากก่อนไปหลัง
0875.choice1,Socrates,Socrates,Socrates
0875.choice2,Plato,Plato,Plato
0875.choice3,Aristotle,Aristotle,Aristotle
0876.question,เรียงลำดับราชวงศ์ของจีนจีนจากก่อนไปหลัง,เรียงลำดับราชวงศ์ของจีนจีนจากก่อนไปหลัง,เรียงลำดับราชวงศ์ของจีนจีนจากก่อนไปหลัง
0876.choice1,ราชวงศ์ฮั่น,ราชวงศ์ฮั่น,ราชวงศ์ฮั่น
0876.choice2,ราชวงศ์หมิง,ราชวงศ์หมิง,ราชวงศ์หมิง
0876.choice3,ราชวงศ์ชิง,ราชวงศ์ชิง,ราชวงศ์ชิง
0877.question,เรียงลำดับปีเกิดของนักคณิตศาสตร์จากก่อนไปหลัง,เรียงลำดับปีเกิดของนักคณิตศาสตร์จากก่อนไปหลัง,เรียงลำดับปีเกิดของนักคณิตศาสตร์จากก่อนไปหลัง
0877.choice1,Pythagoras,Pythagoras,Pythagoras
0877.choice2,Euclid,Euclid,Euclid
0877.choice3,Archimedes,Archimedes,Archimedes
0878.question,เรียงลำดับปีที่อนิเมะเหล่านี้ออกฉายจากก่อนไปหลัง,เรียงลำดับปีที่อนิเมะเหล่านี้ออกฉายจากก่อนไปหลัง,เรียงลำดับปีที่อนิเมะเหล่านี้ออกฉายจากก่อนไปหลัง
0878.choice1,One Piece,One Piece,One Piece
0878.choice2,Attack on Titan,Attack on Titan,Attack on Titan
0878.choice3,Dragon Ball Super,Dragon Ball Super,Dragon Ball Super
0879.question,เรียงลำดับปีที่ภาพยนตร์อนิเมะออกฉายจากก่อนไปหลัง,เรียงลำดับปีที่ภาพยนตร์อนิเมะออกฉายจากก่อนไปหลัง,เรียงลำดับปีที่ภาพยนตร์อนิเมะออกฉายจากก่อนไปหลัง
0879.choice1,Akira,Akira,Akira
0879.choice2,Spirited Away,Spirited Away,Spirited Away
0879.choice3,Your Name.,Your Name.,Your Name.
0880.question,เรียงลำดับปีที่วางจำหน่ายของเกมคอนโซลจากก่อนไปหลัง,เรียงลำดับปีที่วางจำหน่ายของเกมคอนโซลจากก่อนไปหลัง,เรียงลำดับปีที่วางจำหน่ายของเกมคอนโซลจากก่อนไปหลัง
0880.choice1,Game Boy,Game Boy,Game Boy
0880.choice2,Game Boy Color,Game Boy Color,Game Boy Color
0880.choice3,Game Boy Advance,Game Boy Advance,Game Boy Advance
0881.question,เรียงลำดับปีที่มังงะเริ่มตีพิมพ์จากก่อนไปหลัง,เรียงลำดับปีที่มังงะเริ่มตีพิมพ์จากก่อนไปหลัง,เรียงลำดับปีที่มังงะเริ่มตีพิมพ์จากก่อนไปหลัง
0881.choice1,One Piece,One Piece,One Piece
0881.choice2,Naruto,Naruto,Naruto
0881.choice3,Bleach,Bleach,Bleach
0882.question,เรียงลำดับปีที่วางจำหน่ายของเกมคอนโซลจากก่อนไปหลัง,เรียงลำดับปีที่วางจำหน่ายของเกมคอนโซลจากก่อนไปหลัง,เรียงลำดับปีที่วางจำหน่ายของเกมคอนโซลจากก่อนไปหลัง
0882.choice1,Mega Drive,Mega Drive,Mega Drive
0882.choice2,Sega Saturn,Sega Saturn,Sega Saturn
0882.choice3,Sega Dreamcast,Sega Dreamcast,Sega Dreamcast
0883.question,เรียงลำดับยอดขายรวมของเกมคอนโซลจากมากไปน้อย,เรียงลำดับยอดขายรวมของเกมคอนโซลจากมากไปน้อย,เรียงลำดับยอดขายรวมของเกมคอนโซลจากมากไปน้อย
0883.choice1,PlayStation 0,PlayStation 1,PlayStation 2
0883.choice2,Nintendo Switch,Nintendo Switch,Nintendo Switch
0883.choice3,Nintendo Wii,Nintendo Wii,Nintendo Wii
0884.question,เรียงลำดับยอดขายรวมของเกมคอนโซลจากมากไปน้อย,เรียงลำดับยอดขายรวมของเกมคอนโซลจากมากไปน้อย,เรียงลำดับยอดขายรวมของเกมคอนโซลจากมากไปน้อย
0884.choice1,Game Boy,Game Boy,Game Boy
0884.choice2,Famicom (NES),Famicom (NES),Famicom (NES)
0884.choice3,Nintendo 62,Nintendo 63,Nintendo 64
0885.question,เรียงลำดับปีที่เกมวางจำหน่ายจ่ายก่อนไปหลัง,เรียงลำดับปีที่เกมวางจำหน่ายจ่ายก่อนไปหลัง,เรียงลำดับปีที่เกมวางจำหน่ายจ่ายก่อนไปหลัง
0885.choice1,Street Fighter II,Street Fighter II,Street Fighter II
0885.choice2,Tekken 1,Tekken 2,Tekken 3
0885.choice3,The King of Fighters '96,The King of Fighters '97,The King of Fighters '98
0886.question,เรียงลำดับปีที่อนิเมะออกฉายจากก่อนไปหลัง,เรียงลำดับปีที่อนิเมะออกฉายจากก่อนไปหลัง,เรียงลำดับปีที่อนิเมะออกฉายจากก่อนไปหลัง
0886.choice1,Mobile Suit Gundam,Mobile Suit Gundam,Mobile Suit Gundam
0886.choice2,Sailor Moon,Sailor Moon,Sailor Moon
0886.choice3,Magic Knight Rayearth,Magic Knight Rayearth,Magic Knight Rayearth
0887.question,เรียงลำดับปีเกิดของนักแสดงจากก่อนไปหลัง,เรียงลำดับปีเกิดของนักแสดงจากก่อนไปหลัง,เรียงลำดับปีเกิดของนักแสดงจากก่อนไปหลัง
0887.choice1,Charlie Chaplin,Charlie Chaplin,Charlie Chaplin
0887.choice2,Marilyn Monroe,Marilyn Monroe,Marilyn Monroe
0887.choice3,Leonardo DiCaprio,Leonardo DiCaprio,Leonardo DiCaprio
0888.question,เรียงลำดับยอดขายของซีรีส์หนังสือจากมากไปน้อย,เรียงลำดับยอดขายของซีรีส์หนังสือจากมากไปน้อย,เรียงลำดับยอดขายของซีรีส์หนังสือจากมากไปน้อย
0888.choice1,Harry Potter,Harry Potter,Harry Potter
0888.choice2,The Lord of the Rings,The Lord of the Rings,The Lord of the Rings
0888.choice3,The Chronicles of Narnia,The Chronicles of Narnia,The Chronicles of Narnia
0889.question,เรียงลำดับปีเกิดของนักเขียนจากก่อนไปหลัง,เรียงลำดับปีเกิดของนักเขียนจากก่อนไปหลัง,เรียงลำดับปีเกิดของนักเขียนจากก่อนไปหลัง
0889.choice1,William Shakespeare,William Shakespeare,William Shakespeare
0889.choice2,J.R.R. Tolkien,J.R.R. Tolkien,J.R.R. Tolkien
0889.choice3,J.K. Rowling,J.K. Rowling,J.K. Rowling
0890.question,เรียงลำดับปีที่ภาพยนตร์ James Bond ข้าฉายจากก่อนไปหลัง,เรียงลำดับปีที่ภาพยนตร์ James Bond ข้าฉายจากก่อนไปหลัง,เรียงลำดับปีที่ภาพยนตร์ James Bond ข้าฉายจากก่อนไปหลัง
0890.choice1,GoldenEye,GoldenEye,GoldenEye
0890.choice2,Casino Royale,Casino Royale,Casino Royale
0890.choice3,Skyfall,Skyfall,Skyfall
0891.question,เรียงลำดับปีเกิดของนักเขียนนิยายวิทยาศาสตร์จากก่อนไปหลัง,เรียงลำดับปีเกิดของนักเขียนนิยายวิทยาศาสตร์จากก่อนไปหลัง,เรียงลำดับปีเกิดของนักเขียนนิยายวิทยาศาสตร์จากก่อนไปหลัง
0891.choice1,Jules Verne,Jules Verne,Jules Verne
0891.choice2,H.G. Wells,H.G. Wells,H.G. Wells
0891.choice3,Isaac Asimov,Isaac Asimov,Isaac Asimov
0892.question,เรียงลำดับปีเกิดของนักดนตรีจากก่อนไปหลัง,เรียงลำดับปีเกิดของนักดนตรีจากก่อนไปหลัง,เรียงลำดับปีเกิดของนักดนตรีจากก่อนไปหลัง
0892.choice1,Elvis Presley,Elvis Presley,Elvis Presley
0892.choice2,John Lennon,John Lennon,John Lennon
0892.choice3,Elton John,Elton John,Elton John
0893.question,เรียงลำดับปีที่ภาพยนตร์ข้าฉายจากก่อนไปหลัง,เรียงลำดับปีที่ภาพยนตร์ข้าฉายจากก่อนไปหลัง,เรียงลำดับปีที่ภาพยนตร์ข้าฉายจากก่อนไปหลัง
0893.choice1,The Godfather,The Godfather,The Godfather
0893.choice2,Forrest Gump,Forrest Gump,Forrest Gump
0893.choice3,The Dark Knight,The Dark Knight,The Dark Knight
0894.question,เรียงลำดับปีที่ภาพยนตร์ข้าฉายจากก่อนไปหลัง,เรียงลำดับปีที่ภาพยนตร์ข้าฉายจากก่อนไปหลัง,เรียงลำดับปีที่ภาพยนตร์ข้าฉายจากก่อนไปหลัง
0894.choice1,Psycho,Psycho,Psycho
0894.choice2,The Exorcist,The Exorcist,The Exorcist
0894.choice3,Shutter Island,Shutter Island,Shutter Island
0895.question,เรียงลำดับปีเกิดของนักวิทยาศาสตร์จากก่อนไปหลัง,เรียงลำดับปีเกิดของนักวิทยาศาสตร์จากก่อนไปหลัง,เรียงลำดับปีเกิดของนักวิทยาศาสตร์จากก่อนไปหลัง
0895.choice1,Galileo Galilei,Galileo Galilei,Galileo Galilei
0895.choice2,Isaac Newton,Isaac Newton,Isaac Newton
0895.choice3,Albert Einstein,Albert Einstein,Albert Einstein
0896.question,เรียงลำดับความเร็วของเสียงในตัวกลางเหล่านี้จากมากไปน้อย,เรียงลำดับความเร็วของเสียงในตัวกลางเหล่านี้จากมากไปน้อย,เรียงลำดับความเร็วของเสียงในตัวกลางเหล่านี้จากมากไปน้อย
0896.choice1,เหล็ก,เหล็ก,เหล็ก
0896.choice2,น้ำ,น้ำ,น้ำ
0896.choice3,อากาศ,อากาศ,อากาศ
0897.question,เรียงลำดับดาวเคราะห์ตามระยะห่างจากดวงอาทิตย์จากใกล้ไปไกล,เรียงลำดับดาวเคราะห์ตามระยะห่างจากดวงอาทิตย์จากใกล้ไปไกล,เรียงลำดับดาวเคราะห์ตามระยะห่างจากดวงอาทิตย์จากใกล้ไปไกล
0897.choice1,ดาวอังคาร,ดาวอังคาร,ดาวอังคาร
0897.choice2,ดาวพฤหัสบดี,ดาวพฤหัสบดี,ดาวพฤหัสบดี
0897.choice3,ดาวเนปจูน,ดาวเนปจูน,ดาวเนปจูน
0898.question,เรียงลำดับขนาดดาวเคราะห์จากใหญ่ไปเล็ก,เรียงลำดับขนาดดาวเคราะห์จากใหญ่ไปเล็ก,เรียงลำดับขนาดดาวเคราะห์จากใหญ่ไปเล็ก
0898.choice1,ดาวพฤหัสบดี,ดาวพฤหัสบดี,ดาวพฤหัสบดี
0898.choice2,โลก,โลก,โลก
0898.choice3,ดาวศุกร์,ดาวศุกร์,ดาวศุกร์
0899.question,เรียงลำดับปีที่สร้างกล้องโทรทรรศน์อวกาศจากเก่าไปใหม่,เรียงลำดับปีที่สร้างกล้องโทรทรรศน์อวกาศจากเก่าไปใหม่,เรียงลำดับปีที่สร้างกล้องโทรทรรศน์อวกาศจากเก่าไปใหม่
0899.choice1,Hubble,Hubble,Hubble
0899.choice2,Spitzer,Spitzer,Spitzer
0899.choice3,James Webb,James Webb,James Webb
0900.question,เรียงลำดับปีที่ค้นพบอนุภาคเหล่านี้จากเก่าไปใหม่,เรียงลำดับปีที่ค้นพบอนุภาคเหล่านี้จากเก่าไปใหม่,เรียงลำดับปีที่ค้นพบอนุภาคเหล่านี้จากเก่าไปใหม่
0900.choice1,อิเล็กตรอน,อิเล็กตรอน,อิเล็กตรอน
0900.choice2,โปรตอน,โปรตอน,โปรตอน
0900.choice3,นิวตรอน,นิวตรอน,นิวตรอน
0901.question,เรียงลำดับความยาวคลื่นของแสงจากสั้นไปยาว,เรียงลำดับความยาวคลื่นของแสงจากสั้นไปยาว,เรียงลำดับความยาวคลื่นของแสงจากสั้นไปยาว
0901.choice1,แสงสีน้ำเงิน,แสงสีน้ำเงิน,แสงสีน้ำเงิน
0901.choice2,แสงสีเขียว,แสงสีเขียว,แสงสีเขียว
0901.choice3,แสงสีแดง,แสงสีแดง,แสงสีแดง
0902.question,เรียงลำดับปีเกิดของนักชีวเคมีจากก่อนไปหลัง,เรียงลำดับปีเกิดของนักชีวเคมีจากก่อนไปหลัง,เรียงลำดับปีเกิดของนักชีวเคมีจากก่อนไปหลัง
0902.choice1,Friedrich Wohler,Friedrich Wohler,Friedrich Wohler
0902.choice2,Louis Pasteur,Louis Pasteur,Louis Pasteur
0902.choice3,Alexander Fleming,Alexander Fleming,Alexander Fleming
0903.question,เรียงลำดับขนาดของอนุภาคเหล่านี้จากใหญ่ไปเล็ก,เรียงลำดับขนาดของอนุภาคเหล่านี้จากใหญ่ไปเล็ก,เรียงลำดับขนาดของอนุภาคเหล่านี้จากใหญ่ไปเล็ก
0903.choice1,อะตอม,อะตอม,อะตอม
0903.choice2,โปรตอน,โปรตอน,โปรตอน
0903.choice3,อิเล็กตรอน,อิเล็กตรอน,อิเล็กตรอน
0904.question,เรียงลำดับชนิดกีฬาที่มีจำนวนผู้เล่นในสนามจากมากไปน้อย,เรียงลำดับชนิดกีฬาที่มีจำนวนผู้เล่นในสนามจากมากไปน้อย,เรียงลำดับชนิดกีฬาที่มีจำนวนผู้เล่นในสนามจากมากไปน้อย
0904.choice1,รักบี้,รักบี้,รักบี้
0904.choice2,ฟุตบอล,ฟุตบอล,ฟุตบอล
0904.choice3,บาสเกตบอล,บาสเกตบอล,บาสเกตบอล
0905.question,เรียงลำดับจำนวนแชมป์โลกทีมฟุตชายจากมากไปน้อย,เรียงลำดับจำนวนแชมป์โลกทีมฟุตชายจากมากไปน้อย,เรียงลำดับจำนวนแชมป์โลกทีมฟุตชายจากมากไปน้อย
0905.choice1,บราซิล,บราซิล,บราซิล
0905.choice2,เยอรมนี,เยอรมนี,เยอรมนี
0905.choice3,อังกฤษ,อังกฤษ,อังกฤษ
0906.question,เรียงลำดับปีเกิดของนักกีฬาจากก่อนไปหลัง,เรียงลำดับปีเกิดของนักกีฬาจากก่อนไปหลัง,เรียงลำดับปีเกิดของนักกีฬาจากก่อนไปหลัง
0906.choice1,Muhammad Ali,Muhammad Ali,Muhammad Ali
0906.choice2,Mike Tyson,Mike Tyson,Mike Tyson
0906.choice3,Conor McGregor,Conor McGregor,Conor McGregor
0907.question,เรียงลำดับนักฟุตบอลที่ได้รับรางวัล Ballon d'Or จากมากไปน้อย,เรียงลำดับนักฟุตบอลที่ได้รับรางวัล Ballon d'Or จากมากไปน้อย,เรียงลำดับนักฟุตบอลที่ได้รับรางวัล Ballon d'Or จากมากไปน้อย
0907.choice1,Lionel Messi,Lionel Messi,Lionel Messi
0907.choice2,Cristiano Ronaldo,Cristiano Ronaldo,Cristiano Ronaldo
0907.choice3,Michel Platini,Michel Platini,Michel Platini
0908.question,เรียงลำดับชนิดกีฬาที่มีจำนวนผู้เล่นในสนามจากมากไปน้อย,เรียงลำดับชนิดกีฬาที่มีจำนวนผู้เล่นในสนามจากมากไปน้อย,เรียงลำดับชนิดกีฬาที่มีจำนวนผู้เล่นในสนามจากมากไปน้อย
0908.choice1,ซอฟต์บอล,ซอฟต์บอล,ซอฟต์บอล
0908.choice2,แฮนด์บอล,แฮนด์บอล,แฮนด์บอล
0908.choice3,ฮอกกี้,ฮอกกี้,ฮอกกี้
0909.question,เรียงลำดับสโมสรฟุตบอลตามปีที่ก่อตั้งจากก่อนไปหลัง,เรียงลำดับสโมสรฟุตบอลตามปีที่ก่อตั้งจากก่อนไปหลัง,เรียงลำดับสโมสรฟุตบอลตามปีที่ก่อตั้งจากก่อนไปหลัง
0909.choice1,Manchester United,Manchester United,Manchester United
0909.choice2,Liverpool,Liverpool,Liverpool
0909.choice3,Chelsea,Chelsea,Chelsea
0910.question,เรียงลำดับจำนวนแชมป์เมเจอร์ของนักกอล์ฟมากไปน้อย,เรียงลำดับจำนวนแชมป์เมเจอร์ของนักกอล์ฟมากไปน้อย,เรียงลำดับจำนวนแชมป์เมเจอร์ของนักกอล์ฟมากไปน้อย
0910.choice1,Jack Nicklaus,Jack Nicklaus,Jack Nicklaus
0910.choice2,Tiger Woods,Tiger Woods,Tiger Woods
0910.choice3,Walter Hagen,Walter Hagen,Walter Hagen
0911.question,เรียงลำดับนักบาสเกตบอลจากจำนวนแชมป์ NBAที่ได้รับจากมากไปน้อย,เรียงลำดับนักบาสเกตบอลจากจำนวนแชมป์ NBAที่ได้รับจากมากไปน้อย,เรียงลำดับนักบาสเกตบอลจากจำนวนแชมป์ NBAที่ได้รับจากมากไปน้อย
0911.choice1,Bill Russell,Bill Russell,Bill Russell
0911.choice2,Michael Jordan,Michael Jordan,Michael Jordan
0911.choice3,LeBron James,LeBron James,LeBron James
0912.question,เรียงลำดับจำนวนผู้โดยสารของสนามบินในไทยจากมากไปน้อย,เรียงลำดับจำนวนผู้โดยสารของสนามบินในไทยจากมากไปน้อย,เรียงลำดับจำนวนผู้โดยสารของสนามบินในไทยจากมากไปน้อย
0912.choice1,สนามบินสุวรรณภูมิ,สนามบินสุวรรณภูมิ,สนามบินสุวรรณภูมิ
0912.choice2,สนามบินดอนเมือง,สนามบินดอนเมือง,สนามบินดอนเมือง
0912.choice3,สนามบินภูเก็ต,สนามบินภูเก็ต,สนามบินภูเก็ต
0913.question,เรียงลำดับจำนวนประชากรของเมืองในไทยจากมากไปน้อย,เรียงลำดับจำนวนประชากรของเมืองในไทยจากมากไปน้อย,เรียงลำดับจำนวนประชากรของเมืองในไทยจากมากไปน้อย
0913.choice1,กรุงเทพ,กรุงเทพ,กรุงเทพ
0913.choice2,เชียงใหม่,เชียงใหม่,เชียงใหม่
0913.choice3,ภูเก็ต,ภูเก็ต,ภูเก็ต
0914.question,เรียงลำดับอาณาจักรโบราณในไทยจากก่อนไปหลัง,เรียงลำดับอาณาจักรโบราณในไทยจากก่อนไปหลัง,เรียงลำดับอาณาจักรโบราณในไทยจากก่อนไปหลัง
0914.choice1,สุโขทัย,สุโขทัย,สุโขทัย
0914.choice2,อยุธยา,อยุธยา,อยุธยา
0914.choice3,รัตนโกสินทร์,รัตนโกสินทร์,รัตนโกสินทร์
0915.question,เรียงลำดับการเป็นเมืองหลวงของญี่ปุ่นจากก่อนไปหลัง,เรียงลำดับการเป็นเมืองหลวงของญี่ปุ่นจากก่อนไปหลัง,เรียงลำดับการเป็นเมืองหลวงของญี่ปุ่นจากก่อนไปหลัง
0915.choice1,Nara,Nara,Nara
0915.choice2,Kyoto,Kyoto,Kyoto
0915.choice3,Tokyo,Tokyo,Tokyo
0916.question,เรียงลำดับขนาดพื้นที่ของภูมิภาคในญี่ปุ่นจากมากไปน้อย,เรียงลำดับขนาดพื้นที่ของภูมิภาคในญี่ปุ่นจากมากไปน้อย,เรียงลำดับขนาดพื้นที่ของภูมิภาคในญี่ปุ่นจากมากไปน้อย
0916.choice1,Hokkaido,Hokkaido,Hokkaido
0916.choice2,Kanto,Kanto,Kanto
0916.choice3,Shikoku,Shikoku,Shikoku
0917.question,เรียงลำดับจำนวนประชากรบนเกาะหลักของญี่ปุ่นจากมากไปน้อย,เรียงลำดับจำนวนประชากรบนเกาะหลักของญี่ปุ่นจากมากไปน้อย,เรียงลำดับจำนวนประชากรบนเกาะหลักของญี่ปุ่นจากมากไปน้อย
0917.choice1,Honshu,Honshu,Honshu
0917.choice2,Kyushu,Kyushu,Kyushu
0917.choice3,Hokkaido,Hokkaido,Hokkaido
0918.question,เรียงลำดับปีที่ก่อตั้งบริษัทของญี่ปุ่นจากก่อนไปหลัง,เรียงลำดับปีที่ก่อตั้งบริษัทของญี่ปุ่นจากก่อนไปหลัง,เรียงลำดับปีที่ก่อตั้งบริษัทของญี่ปุ่นจากก่อนไปหลัง
0918.choice1,Nintendo,Nintendo,Nintendo
0918.choice2,Toyota,Toyota,Toyota
0918.choice3,Sony,Sony,Sony
0919.question,เรียงลำดับสิ่งก่อสร้างในญี่ปุ่นตามปีที่สร้างจากก่อนไปหลัง,เรียงลำดับสิ่งก่อสร้างในญี่ปุ่นตามปีที่สร้างจากก่อนไปหลัง,เรียงลำดับสิ่งก่อสร้างในญี่ปุ่นตามปีที่สร้างจากก่อนไปหลัง
0919.choice1,ศาลเจ้า Ise,ศาลเจ้า Ise,ศาลเจ้า Ise
0919.choice2,ปราสาท Himeji,ปราสาท Himeji,ปราสาท Himeji
0919.choice3,Tokyo Skytree,Tokyo Skytree,Tokyo Skytree
0920.question,เรียงลำดับปีที่ก่อตั้งบริษัทของญี่ปุ่นจากก่อนไปหลัง,เรียงลำดับปีที่ก่อตั้งบริษัทของญี่ปุ่นจากก่อนไปหลัง,เรียงลำดับปีที่ก่อตั้งบริษัทของญี่ปุ่นจากก่อนไปหลัง
0920.choice1,Mazda,Mazda,Mazda
0920.choice2,Toyota,Toyota,Toyota
0920.choice3,Honda,Honda,Honda
0921.question,เรียงลำดับความสูงของภูเขาในญี่ปุ่นจากมากไปน้อย,เรียงลำดับความสูงของภูเขาในญี่ปุ่นจากมากไปน้อย,เรียงลำดับความสูงของภูเขาในญี่ปุ่นจากมากไปน้อย
0921.choice1,Fuji,Fuji,Fuji
0921.choice2,Aso,Aso,Aso
0921.choice3,Sakurajima,Sakurajima,Sakurajima
0922.question,เรียงลำดับความเก่าแก่ของวัดญี่ปุ่นจากก่อนไปหลัง,เรียงลำดับความเก่าแก่ของวัดญี่ปุ่นจากก่อนไปหลัง,เรียงลำดับความเก่าแก่ของวัดญี่ปุ่นจากก่อนไปหลัง
0922.choice1,Kiyomizu-dera,Kiyomizu-dera,Kiyomizu-dera
0922.choice2,Kinkaku-ji,Kinkaku-ji,Kinkaku-ji
0922.choice3,Ginkaku-ji,Ginkaku-ji,Ginkaku-ji
0923.question,เรียงลำดับเหตุการณ์ในสหรัฐอเมริกาตามปีที่เกิดจากก่อนไปหลัง,เรียงลำดับเหตุการณ์ในสหรัฐอเมริกาตามปีที่เกิดจากก่อนไปหลัง,เรียงลำดับเหตุการณ์ในสหรัฐอเมริกาตามปีที่เกิดจากก่อนไปหลัง
0923.choice1,ประกาศอิสรภาพ,ประกาศอิสรภาพ,ประกาศอิสรภาพ
0923.choice2,American Civil War,American Civil War,American Civil War
0923.choice3,ก่อตั้ง NASA,ก่อตั้ง NASA,ก่อตั้ง NASA
0924.question,เรียงลำดับขนาดพื้นที่ของรัฐในสหรัฐอเมริกาจากใหญ่ไปเล็ก,เรียงลำดับขนาดพื้นที่ของรัฐในสหรัฐอเมริกาจากใหญ่ไปเล็ก,เรียงลำดับขนาดพื้นที่ของรัฐในสหรัฐอเมริกาจากใหญ่ไปเล็ก
0924.choice1,Alaska,Alaska,Alaska
0924.choice2,Texas,Texas,Texas
0924.choice3,California,California,California
0925.question,เรียงลำดับปีที่ก่อตั้งบริษัทของสหรัฐอเมริกาจากก่อนไปหลัง,เรียงลำดับปีที่ก่อตั้งบริษัทของสหรัฐอเมริกาจากก่อนไปหลัง,เรียงลำดับปีที่ก่อตั้งบริษัทของสหรัฐอเมริกาจากก่อนไปหลัง
0925.choice1,Microsoft,Microsoft,Microsoft
0925.choice2,Apple,Apple,Apple
0925.choice3,Google,Google,Google
0926.question,เรียงลำดับปีเกิดของประธานาธิบดีสหรัฐจากก่อนไปหลัง,เรียงลำดับปีเกิดของประธานาธิบดีสหรัฐจากก่อนไปหลัง,เรียงลำดับปีเกิดของประธานาธิบดีสหรัฐจากก่อนไปหลัง
0926.choice1,George Washington,George Washington,George Washington
0926.choice2,Abraham Lincoln,Abraham Lincoln,Abraham Lincoln
0926.choice3,Franklin D. Roosevelt,Franklin D. Roosevelt,Franklin D. Roosevelt
0927.question,เรียงลำดับความยาวของสะพานในสหรัฐอเมริกาจากมากไปน้อย,เรียงลำดับความยาวของสะพานในสหรัฐอเมริกาจากมากไปน้อย,เรียงลำดับความยาวของสะพานในสหรัฐอเมริกาจากมากไปน้อย
0927.choice1,สะพาน Mississippi,สะพาน Mississippi,สะพาน Mississippi
0927.choice2,สะพาน Golden Gate,สะพาน Golden Gate,สะพาน Golden Gate
0927.choice3,สะพาน Brooklyn,สะพาน Brooklyn,สะพาน Brooklyn
0928.question,เรียงลำดับปีที่ก่อตั้งลีกกีฬาอาชีพในสหรัฐอเมริกาจากเก่าไปใหม่,เรียงลำดับปีที่ก่อตั้งลีกกีฬาอาชีพในสหรัฐอเมริกาจากเก่าไปใหม่,เรียงลำดับปีที่ก่อตั้งลีกกีฬาอาชีพในสหรัฐอเมริกาจากเก่าไปใหม่
0928.choice1,MLB,MLB,MLB
0928.choice2,NHL,NHL,NHL
0928.choice3,NBA,NBA,NBA
0929.question,เรียงลำดับจำนวนสมาชิกรัฐสภาที่แต่ละรัฐมีจากมากไปน้อย,เรียงลำดับจำนวนสมาชิกรัฐสภาที่แต่ละรัฐมีจากมากไปน้อย,เรียงลำดับจำนวนสมาชิกรัฐสภาที่แต่ละรัฐมีจากมากไปน้อย
0929.choice1,California,California,California
0929.choice2,Texas,Texas,Texas
0929.choice3,Florida,Florida,Florida
0930.question,เรียงลำดับปีที่ก่อตั้งแบรนด์อาหารจากสหรัฐอเมริกาจากเก่าไปใหม่,เรียงลำดับปีที่ก่อตั้งแบรนด์อาหารจากสหรัฐอเมริกาจากเก่าไปใหม่,เรียงลำดับปีที่ก่อตั้งแบรนด์อาหารจากสหรัฐอเมริกาจากเก่าไปใหม่
0930.choice1,KFC,KFC,KFC
0930.choice2,McDonald's,McDonald's,McDonald's
0930.choice3,Starbucks,Starbucks,Starbucks
0931.question,เรียงลำดับประธานาธิบดีของฝรั่งเศสจากก่อนไปหลัง,เรียงลำดับประธานาธิบดีของฝรั่งเศสจากก่อนไปหลัง,เรียงลำดับประธานาธิบดีของฝรั่งเศสจากก่อนไปหลัง
0931.choice1,Emmanuel Macron,Emmanuel Macron,Emmanuel Macron
0931.choice2,Francois Hollande,Francois Hollande,Francois Hollande
0931.choice3,Nicolas Sarkozy,Nicolas Sarkozy,Nicolas Sarkozy
0932.question,เรียงลำดับจำนวนประชากรของเมืองในฝรั่งเศสจากมากไปน้อย,เรียงลำดับจำนวนประชากรของเมืองในฝรั่งเศสจากมากไปน้อย,เรียงลำดับจำนวนประชากรของเมืองในฝรั่งเศสจากมากไปน้อย
0932.choice1,Paris,Paris,Paris
0932.choice2,Marseille,Marseille,Marseille
0932.choice3,Lyon,Lyon,Lyon
0933.question,เรียงลำดับการตีพิมพ์ของวรรณกรรมฝรั่งเศสจากเก่าไปใหม่,เรียงลำดับการตีพิมพ์ของวรรณกรรมฝรั่งเศสจากเก่าไปใหม่,เรียงลำดับการตีพิมพ์ของวรรณกรรมฝรั่งเศสจากเก่าไปใหม่
0933.choice1,The Three Musketeers,The Three Musketeers,The Three Musketeers
0933.choice2,Les Miserables,Les Miserables,Les Miserables
0933.choice3,The Little Prince,The Little Prince,The Little Prince
0934.question,เรียงลำดับความสูงของเทือกเขาในฝรั่งเศสจากสูงไปต่ำ,เรียงลำดับความสูงของเทือกเขาในฝรั่งเศสจากสูงไปต่ำ,เรียงลำดับความสูงของเทือกเขาในฝรั่งเศสจากสูงไปต่ำ
0934.choice1,Mont Blanc,Mont Blanc,Mont Blanc
0934.choice2,Pyrenees,Pyrenees,Pyrenees
